,Unnamed: 0,USER,DataOra,S1Q01,S1Q018_AL,S1Q02,S1Q03,S1Q04,S1Q05,S1Q051_AL,S1Q061,S1Q06_P1,S1Q062,S1Q06_P2,S1Q063,S1Q06_P3,S1Q065,S1Q06_P5,S1Q067,S1Q06_P7,S1Q071,S1Q072,S1Q081,S1Q082,S1Q09_a,S1Q09_b,S2Q01_a_201501,S2Q01_a_201801,S2Q01_a_201502,S2Q01_a_201802,S2Q01_a_201503,S2Q01_a_201803,S2Q01_a_201504,S2Q01_a_201804,S2Q01_a_201505,S2Q01_a_201805,S2Q01_a_201506,S2Q01_a_201806,S2Q01_a_201507,S2Q01_a_201807,S2Q01_a_201508,S2Q01_a_201808,S2Q01_a_201509,S2Q01_a_201809,S2Q01_a_201510,S2Q01_a_201810,S2Q01_b_201511,S2Q01_b_201811,S2Q01_b_201512,S2Q01_b_201812,S2Q01_b_201513,S2Q01_b_201813,S2Q01_b_201514,S2Q01_b_201814,S2Q01_b_201515,S2Q01_b_201815,S2Q01_b_201516,S2Q01_b_201816,S2Q01_b_201517,S2Q01_b_201817,S2Q01_b_201518,S2Q01_b_201818,S2Q01_b_201519,S2Q01_b_201819,S2Q02_01,S2Q02_02,S2Q02_03,S2Q02_04,S2Q02_05,S2Q02_06,S2Q02_07,S2Q02_08,S2Q02_09,S2Q02_10,S2Q02_11,S3Q01_20151,S3Q01_20181,S3Q01_20152,S3Q01_20182,S3Q02_01,S3Q02_02,S3Q02_03,S3Q02_04,S3Q02_05,S3Q02_06,S3Q02_07,S3Q02_08,S3Q02_09,S3Q02_10,S3Q031,S3Q032,S3Q033,S3Q034,S3Q035,S3Q036,S3Q037,S3Q038,S3Q039,S3Q0310,S3Q0311,S3Q0311_AL,S4Q01,S4Q011_AL,S4Q021,S4Q022,S4Q023,S4Q024,S4Q025,S4Q026,S4Q031,S4Q032,S4Q033,S4Q034,S4Q034_AL,S4Q035,S4Q035_AL,S4Q041,S4Q042,S4Q043,S4Q044,S4Q045,S4Q046,S4Q047,S4Q047_AL,S4Q048,S4Q048_AL,S4Q051,S4Q052,S4Q053,S4Q054,S4Q055,S4Q055_AL,S4Q061,S4Q062,S4Q063,S4Q064,S4Q065,S4Q066,S4Q067,S4Q068,S4Q069,S4Q0610,S4Q0611,S4Q0612,S4Q0612_AL,S4Q06_mm,S4Q071,S4Q072,S4Q073,S4Q074,S4Q075,S4Q076,S4Q076_AL,S4Q08,S5Q0101,S5Q0110,S5Q0102,S5Q0103,S5Q0104,S5Q0111,S5Q0105,S5Q0106,S5Q0107,S5Q0109,S5Q0108,S5Q0108_AL,S5Q02,S5Q021_AL,S5Q022_AL,S5Q03,S5Q035_AL,S5Q04,S5Q05_a01,S5Q05_a02,S5Q05_a03,S5Q05_a04,S5Q05_a05,S5Q05_a06,S5Q05_a24,S5Q05_a07,S5Q05_a08,S5Q05_a09,S5Q05_a10,S5Q05_a11,S5Q05_a12,S5Q05_b13,S5Q05_b14,S5Q05_b15,S5Q05_b16,S5Q05_b17,S5Q05_b18,S5Q05_b19,S5Q05_b20,S5Q05_b21,S5Q05_b22,S5Q05_b23_AL,S5Q05_b23,OSSERVAZIONI,TIPOLOGIA_QUE
145,145,P117522,03/18/2019 18:47:27,1,0,LE,Ugento,2016,0,336.9421213,1,20,1,20,2,179.5828297,2,125.9773282,1,20,40,35,80,20,1.28672E+14,7,5,5,4,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,78.07748911,2,175.735467,9.395216591,36.80782256,19.469849,7,160.4412122,0,235.1311812,172.3031003,0,1,300000,80,10,48.66056477,10,170.7126313,29.74889421,1,238.997732,115.0316019,4,CENTRO BENESSERE,214.7400769,0,1,173.2292263,5.924985374,95.77928309,44.37061779,0,188.8259389,0,111.4056155,0,206.1644736,5.001545558,147.4085156,212.0578041,191.867707,0,48.83371914,153.9813491,108.8587729,4,5,6,61.28333068,9.069076014,173.5967113,146.8982401,132.7621144,0,0,230.4481029,216.6214529,106.9751012,115.4601284,173.247844,64.93560874,107.912886,0,0,40.66882653,104.3478388,165.6927567,189.671157,4,147.3843982,5,253.6900359,6.716038257,231.4461684,50.50409332,0,1,LAZIO,0,3,0,3,4,4,3,4,5,1,5,5,4,4,5,5,5,5,5,5,4,4,3,3,4,4,4,0,221.6395572,0,3
146,146,P117564,03/20/2019 07:55:13,2,0,BR,Fasano,2017,1,2017,2,127.7787826,2,-0.953237457,2,179.5828297,2,125.9773282,2,106.025026,1,1,75,25,1.28672E+14,1,3,3,3,5,3,3,3,4,3,5,3,4,3,5,3,4,3,3,3,3,3,4,3,5,2,2,2,2,2,4,4,4,3,4,3,4,3,4,4,3,2,2,2,3,4,4,4,4,4,3,3,3,3,5,4,4,5,3,3,4,4,3,4,78.07748911,84.65329721,175.735467,9.395216591,36.80782256,6,7,160.4412122,0,235.1311812,172.3031003,0,0,641168.2937,128.095663,95.80344885,48.66056477,58.65470552,170.7126313,29.74889421,62.74981592,238.997732,115.0316019,160.548363,0,214.7400769,0,80.53574506,173.2292263,5.924985374,95.77928309,44.37061779,0,188.8259389,0,111.4056155,0,206.1644736,5.001545558,147.4085156,212.0578041,191.867707,0,48.83371914,153.9813491,108.8587729,216.7893176,140.3830503,172.0261263,61.28333068,9.069076014,173.5967113,146.8982401,132.7621144,0,0,230.4481029,216.6214529,106.9751012,115.4601284,173.247844,64.93560874,107.912886,0,0,40.66882653,104.3478388,165.6927567,189.671157,4,147.3843982,73.74757201,253.6900359,6.716038257,231.4461684,50.50409332,0,1,sicilia,0,2,0,2,3,2,2,3,4,4,4,4,4,2,2,2,3,2,3,3,3,3,2,2,4,4,2,0,221.6395572,0,4
147,147,P117612,03/15/2019 19:49:51,2,0,TA,Taranto,2016,0,336.9421213,1,20,1,20,2,179.5828297,1,30,1,20,3,0,80,20,1.28672E+14,1,4,4,4,4,4,5,4,4,4,4,3,3,2,2,3,3,3,3,3,4,4,4,4,4,3,3,4,5,1,1,2,2,5,5,3,3,3,3,4,3,4,4,5,3,4,4,5,5,5,2,4,2,4,4,4,4,4,4,4,5,4,5,3,1,84.65329721,175.735467,9.395216591,36.80782256,6,9.075586762,160.4412122,0,235.1311812,172.3031003,0,1,30000,60,12,10,10,8,29.74889421,1,238.997732,115.0316019,160.548363,0,214.7400769,0,1,173.2292263,5.924985374,95.77928309,44.37061779,0,188.8259389,0,111.4056155,0,1,2,3,212.0578041,191.867707,0,1,2,3,216.7893176,140.3830503,172.0261263,61.28333068,9.069076014,173.5967113,146.8982401,132.7621144,0,0,230.4481029,216.6214529,2,3,173.247844,5,107.912886,0,0,1,104.3478388,165.6927567,189.671157,11.64971705,147.3843982,5,253.6900359,6.716038257,231.4461684,50.50409332,0,1,nord,0,3,0,3,3,2,2,3,4,2,5,4,3,5,4,3,3,5,5,5,4,5,5,5,5,3,2,0,221.6395572,0,6
148,148,P117862,03/11/2019 10:35,2,0,LE,Lecce,2016,1,2016,2,127.7787826,2,-0.953237457,2,179.5828297,2,125.9773282,2,106.025026,1,1,63.80126291,100,1.28672E+14,1,1,1,2,2,1,1,1,1,4,4,1,1,5,5,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,2,5,5,5,3,5,5,3,3,3,1,4,1,3,5,3,5,5,4,5,5,3,3,5,78.07748911,2,175.735467,4,36.80782256,19.469849,9.075586762,160.4412122,0,235.1311812,172.3031003,0,0,641168.2937,128.095663,95.80344885,48.66056477,58.65470552,170.7126313,29.74889421,62.74981592,238.997732,115.0316019,160.548363,0,214.7400769,0,80.53574506,173.2292263,5.924985374,95.77928309,44.37061779,0,188.8259389,0,111.4056155,0,206.1644736,5.001545558,147.4085156,212.0578041,191.867707,0,48.83371914,153.9813491,108.8587729,216.7893176,140.3830503,172.0261263,61.28333068,9.069076014,173.5967113,146.8982401,132.7621144,0,0,230.4481029,216.6214529,106.9751012,115.4601284,173.247844,64.93560874,107.912886,0,0,40.66882653,104.3478388,165.6927567,189.671157,4,147.3843982,5,253.6900359,6.716038257,231.4461684,50.50409332,0,2,0,stati uniti,2,0,3,3,2,4,4,5,4,5,5,4,3,4,4,4,5,5,5,4,5,4,4,3,3,3,0,221.6395572,0,4
149,149,P117870,03/20/2019 12:01:40,1,0,BR,Cisternino,2017,1,2017,1,20,1,20,1,15,2,125.9773282,1,20,10,8,20,80,614000,6,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,4,1,3,1,4,1,4,1,4,1,5,1,5,1,4,1,4,1,4,1,4,4,5,4,5,4,4,5,5,4,3,3,1,5,1,5,5,4,5,5,5,5,5,4,4,5,78.07748911,84.65329721,3,4,36.80782256,19.469849,9.075586762,160.4412122,0,235.1311812,172.3031003,0,0,641168.2937,128.095663,95.80344885,48.66056477,58.65470552,170.7126313,29.74889421,62.74981592,238.997732,115.0316019,160.548363,0,214.7400769,0,80.53574506,173.2292263,5.924985374,95.77928309,44.37061779,0,188.8259389,0,111.4056155,0,206.1644736,5.001545558,147.4085156,212.0578041,191.867707,0,48.83371914,153.9813491,108.8587729,216.7893176,140.3830503,172.0261263,61.28333068,9.069076014,173.5967113,146.8982401,132.7621144,0,0,230.4481029,216.6214529,106.9751012,115.4601284,173.247844,64.93560874,107.912886,0,0,40.66882653,104.3478388,165.6927567,3,11.64971705,11,73.74757201,253.6900359,6.716038257,231.4461684,50.50409332,0,2,0,Regno Unito,2,0,3,3,3,3,5,5,4,5,4,3,3,4,4,5,5,5,5,4,4,4,3,3,3,3,0,221.6395572,0,2
150,150,P117900,03/11/2019 12:51,2,0,LE,Specchia,2017,1,2017,2,127.7787826,2,-0.953237457,2,179.5828297,1,10,1,106.025026,2,678.6457537,90,10,1.28672E+14,1,3,4,3,4,3,5,3,4,3,4,3,5,2,4,2,2,2,2,2,2,3,3,2,2,3,3,3,3,2,2,2,2,2,2,3,3,3,3,2,2,2,3,3,3,4,4,3,3,3,2,2,2,2,3,3,2,4,4,2,3,3,3,4,1,84.65329721,175.735467,4,36.80782256,19.469849,9.075586762,160.4412122,0,235.1311812,172.3031003,0,0,641168.2937,128.095663,95.80344885,48.66056477,58.65470552,170.7126313,29.74889421,62.74981592,238.997732,115.0316019,160.548363,0,214.7400769,0,80.53574506,173.2292263,5.924985374,95.77928309,44.37061779,0,188.8259389,0,111.4056155,0,206.1644736,5.001545558,147.4085156,212.0578041,191.867707,0,48.83371914,153.9813491,108.8587729,216.7893176,140.3830503,172.0261263,61.28333068,9.069076014,173.5967113,146.8982401,132.7621144,0,0,230.4481029,216.6214529,106.9751012,115.4601284,173.247844,64.93560874,107.912886,0,0,1,104.3478388,165.6927567,189.671157,11.64971705,11,73.74757201,253.6900359,6.716038257,231.4461684,50.50409332,0,1,trentino ,0,2,0,3,2,3,3,4,4,2,4,5,3,3,2,2,3,4,4,4,3,3,2,2,3,2,2,0,221.6395572,0,4
151,151,P117917,03/12/2019 16:45,2,0,LE,Gallipoli,2015,0,336.9421213,3,-10,3,-15,2,179.5828297,2,125.9773282,2,106.025026,6,5,80,20,1.28672E+14,1,5,5,4,4,5,5,5,5,4,4,5,5,5,5,5,5,3,3,4,4,5,5,5,5,4,4,5,5,5,5,3,3,3,3,2,2,3,3,4,3,4,5,5,4,4,5,4,4,4,3,4,4,4,5,4,4,5,4,4,5,4,3,3,1,84.65329721,175.735467,9.395216591,5,19.469849,9.075586762,160.4412122,0,235.1311812,172.3031003,0,0,641168.2937,128.095663,95.80344885,48.66056477,58.65470552,170.7126313,29.74889421,62.74981592,238.997732,115.0316019,160.548363,0,214.7400769,0,80.53574506,173.2292263,5.924985374,95.77928309,44.37061779,0,188.8259389,0,111.4056155,0,206.1644736,5.001545558,147.4085156,212.0578041,191.867707,0,48.83371914,153.9813491,108.8587729,216.7893176,140.3830503,172.0261263,61.28333068,9.069076014,173.5967113,146.8982401,132.7621144,0,0,230.4481029,216.6214529,106.9751012,115.4601284,173.247844,64.93560874,107.912886,0,0,40.66882653,104.3478388,2,189.671157,11.64971705,147.3843982,5,253.6900359,6.716038257,231.4461684,50.50409332,0,1,campania,0,2,0,2,3,2,2,3,5,2,3,4,3,3,4,3,4,5,5,5,4,3,3,4,3,2,3,0,221.6395572,0,6
152,152,P117957,03/14/2019 09:26:11,2,0,BR,Carovigno,2016,1,2016,2,127.7787826,2,-0.953237457,2,179.5828297,2,125.9773282,2,106.025026,1605.573743,678.6457537,63.80126291,82.63363467,1.28672E+14,1,3,3,3,4,3,4,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3,3,2,2,2,2,3,4,3,3,3,3,1,1,3,3,3,3,3,3,4,3,3,3,3,2,3,3,3,3,3,2,2,4,4,3,4,4,4,4,3,3,3,1,84.65329721,3,9.395216591,36.80782256,19.469849,9.075586762,160.4412122,0,235.1311812,172.3031003,0,0,641168.2937,128.095663,95.80344885,48.66056477,58.65470552,170.7126313,29.74889421,62.74981592,238.997732,115.0316019,160.548363,0,214.7400769,0,80.53574506,173.2292263,5.924985374,95.77928309,44.37061779,0,188.8259389,0,111.4056155,0,206.1644736,5.001545558,147.4085156,212.0578041,191.867707,0,48.83371914,153.9813491,108.8587729,216.7893176,140.3830503,172.0261263,61.28333068,9.069076014,173.5967113,146.8982401,132.7621144,0,0,230.4481029,216.6214529,106.9751012,115.4601284,173.247844,64.93560874,107.912886,0,0,40.66882653,104.3478388,165.6927567,3,11.64971705,147.3843982,73.74757201,253.6900359,6.716038257,231.4461684,8,Booking,1,Puglia,0,2,0,3,2,3,2,3,4,3,4,5,4,4,3,2,4,3,5,4,3,2,2,2,3,2,2,0,221.6395572,0,4
153,153,P117996,03/15/2019 18:05:04,2,0,LE,Lecce,2017,1,2017,2,127.7787826,2,-0.953237457,2,179.5828297,2,125.9773282,1,10,1,1,80,20,0,1,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,4,1,5,1,5,1,4,1,4,1,5,1,4,1,5,1,4,1,5,1,3,4,4,5,5,5,4,5,5,4,4,4,1,4,1,4,5,5,5,5,5,4,5,4,4,5,78.07748911,2,175.735467,4,36.80782256,19.469849,9.075586762,160.4412122,0,235.1311812,172.3031003,0,0,641168.2937,128.095663,95.80344885,48.66056477,58.65470552,170.7126313,29.74889421,62.74981592,238.997732,115.0316019,160.548363,0,214.7400769,0,80.53574506,173.2292263,5.924985374,95.77928309,44.37061779,0,188.8259389,0,111.4056155,0,206.1644736,5.001545558,147.4085156,212.0578041,191.867707,0,48.83371914,153.9813491,108.8587729,216.7893176,140.3830503,172.0261263,61.28333068,9.069076014,173.5967113,146.8982401,132.7621144,0,0,230.4481029,216.6214529,106.9751012,115.4601284,173.247844,64.93560874,107.912886,0,0,40.66882653,104.3478388,165.6927567,189.671157,11.64971705,11,5,253.6900359,6.716038257,231.4461684,50.50409332,0,1,Puglia,0,1,0,3,3,3,4,3,4,4,5,5,5,5,3,3,4,4,4,4,3,3,3,3,3,3,3,0,221.6395572,0,4
154,154,P118005,03/13/2019 15:29:31,2,0,BT,Trani,2017,1,2017,2,127.7787826,2,-0.953237457,2,179.5828297,2,125.9773282,2,106.025026,1,678.6457537,65,35,1.28672E+14,1,1,3,1,4,1,4,1,4,1,4,1,4,1,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,4,3,3,3,3,3,3,1,3,1,3,5,4,3,5,5,5,5,4,3,3,1,84.65329721,175.735467,4,36.80782256,19.469849,9.075586762,160.4412122,0,235.1311812,172.3031003,0,0,641168.2937,128.095663,95.80344885,48.66056477,58.65470552,170.7126313,29.74889421,62.74981592,238.997732,115.0316019,160.548363,0,214.7400769,0,80.53574506,173.2292263,5.924985374,95.77928309,44.37061779,0,188.8259389,0,111.4056155,0,206.1644736,5.001545558,147.4085156,212.0578041,191.867707,0,48.83371914,153.9813491,108.8587729,216.7893176,140.3830503,172.0261263,61.28333068,9.069076014,173.5967113,146.8982401,132.7621144,0,0,230.4481029,216.6214529,106.9751012,115.4601284,173.247844,64.93560874,107.912886,0,0,40.66882653,104.3478388,2,189.671157,11.64971705,147.3843982,5,253.6900359,6.716038257,231.4461684,50.50409332,0,1,Puglia,0,2,0,2,4,3,3,4,5,5,5,5,4,4,5,3,5,5,5,5,5,5,3,4,3,4,4,0,221.6395572,0,4
155,155,P118015,03/20/2019 16:39:33,8,casa vacanze,LE,Parabita,2016,1,2016,1,20,1,-0.953237457,2,179.5828297,2,125.9773282,1,25,1,1,75,25,5000,1,1,3,1,4,1,5,1,4,1,4,1,5,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,1,4,4,3,5,5,4,5,4,1,1,3,1,84.65329721,3,9.395216591,36.80782256,19.469849,9.075586762,160.4412122,0,235.1311812,172.3031003,0,0,641168.2937,128.095663,95.80344885,48.66056477,58.65470552,170.7126313,29.74889421,62.74981592,238.997732,115.0316019,160.548363,0,214.7400769,0,80.53574506,173.2292263,5.924985374,95.77928309,44.37061779,0,188.8259389,0,111.4056155,0,206.1644736,5.001545558,147.4085156,212.0578041,191.867707,0,48.83371914,153.9813491,108.8587729,216.7893176,140.3830503,172.0261263,61.28333068,9.069076014,173.5967113,146.8982401,132.7621144,0,0,230.4481029,216.6214529,106.9751012,115.4601284,173.247844,64.93560874,107.912886,0,0,40.66882653,104.3478388,165.6927567,189.671157,4,11,73.74757201,253.6900359,6.716038257,231.4461684,50.50409332,0,1,lombardia,0,2,0,2,2,2,3,4,5,5,5,5,5,4,4,4,4,5,5,5,5,3,3,3,4,5,3,0,221.6395572,0,11
156,156,P118048,03/21/2019 10:04:58,1,0,LE,Gallipoli,2007,0,336.9421213,3,-5,3,-5,3,-5,2,125.9773282,3,-10,3,3,80,20,1.28672E+14,3,3,5,4,5,4,5,3,4,3,5,3,3,4,4,2,5,2,5,2,5,3,5,3,3,3,3,3,3,3,4,2,5,3,3,3,3,3,3,3,2,2,3,3,3,4,4,4,4,3,3,3,3,3,4,3,5,5,5,5,3,3,3,5,1,84.65329721,175.735467,9.395216591,36.80782256,19.469849,7,160.4412122,0,235.1311812,172.3031003,0,0,641168.2937,128.095663,95.80344885,48.66056477,58.65470552,170.7126313,29.74889421,62.74981592,238.997732,115.0316019,160.548363,0,214.7400769,0,80.53574506,173.2292263,5.924985374,95.77928309,44.37061779,0,188.8259389,0,111.4056155,0,206.1644736,5.001545558,147.4085156,212.0578041,191.867707,0,48.83371914,153.9813491,108.8587729,216.7893176,140.3830503,172.0261263,61.28333068,9.069076014,173.5967113,146.8982401,132.7621144,0,0,230.4481029,216.6214529,106.9751012,115.4601284,173.247844,64.93560874,107.912886,0,0,40.66882653,104.3478388,165.6927567,3,11.64971705,11,73.74757201,253.6900359,6.716038257,231.4461684,50.50409332,0,1,LOMBARDIA,0,2,0,3,1,1,1,4,4,4,5,3,4,3,3,2,3,5,5,5,5,5,5,5,4,4,3,0,221.6395572,0,3
157,157,P118051,03/14/2019 18:08:35,2,0,LE,Carpignano Salentino,2016,1,2016,1,32,1,-0.953237457,2,179.5828297,1,10,1,106.025026,1,1,21,79,1.28672E+14,1,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,2,1,1,1,1,1,2,1,1,1,5,1,5,1,1,1,1,1,1,1,1,1,1,5,3,5,5,5,3,5,5,3,3,5,1,4,1,4,5,3,5,5,5,5,5,5,5,5,78.07748911,84.65329721,3,9.395216591,36.80782256,19.469849,9.075586762,160.4412122,0,10,172.3031003,0,1,641168.2937,90,10,48.66056477,58.65470552,170.7126313,29.74889421,1,238.997732,115.0316019,160.548363,0,214.7400769,0,1,2,5.924985374,95.77928309,44.37061779,0,7,"ANTINTRUSIONE, ANTINCENDIO",111.4056155,0,206.1644736,5.001545558,147.4085156,212.0578041,191.867707,0,48.83371914,153.9813491,108.8587729,216.7893176,140.3830503,172.0261263,61.28333068,9.069076014,173.5967113,146.8982401,132.7621144,0,0,230.4481029,216.6214529,106.9751012,115.4601284,173.247844,64.93560874,107.912886,0,0,40.66882653,104.3478388,165.6927567,189.671157,4,11,73.74757201,253.6900359,6.716038257,231.4461684,50.50409332,0,1,"CAMPANIA, LAZIO, LOMBARDIA, VENETO",0,3,0,3,3,3,3,5,5,4,5,5,5,5,3,3,3,3,5,5,5,3,3,5,5,3,2,0,221.6395572,0,6
158,158,P118065,03/16/2019 08:44:57,2,0,BR,Torchiarolo,2012,0,336.9421213,2,127.7787826,2,-0.953237457,2,179.5828297,1,30,2,106.025026,0,0,90,10,1.28672E+14,1,3,4,3,5,3,5,3,3,4,4,3,3,4,4,3,4,3,3,3,3,3,4,3,3,3,4,3,3,3,4,2,2,2,2,3,4,3,4,4,3,2,2,3,3,4,4,4,4,4,3,3,3,2,5,4,3,5,3,5,2,3,4,5,1,84.65329721,175.735467,9.395216591,36.80782256,6,9.075586762,160.4412122,0,235.1311812,172.3031003,0,1,7000,30,10,30,20,10,0,1,238.997732,3,160.548363,0,214.7400769,0,80.53574506,2,5.924985374,95.77928309,5,0,188.8259389,0,111.4056155,0,206.1644736,2,147.4085156,212.0578041,191.867707,0,48.83371914,153.9813491,3,216.7893176,140.3830503,6,7,9.069076014,173.5967113,146.8982401,132.7621144,0,0,230.4481029,216.6214529,106.9751012,3,173.247844,5,107.912886,0,0,40.66882653,104.3478388,2,189.671157,4,147.3843982,73.74757201,253.6900359,6.716038257,231.4461684,50.50409332,0,1,Lombardia,0,3,0,3,2,2,1,3,4,2,4,5,3,3,2,2,5,3,3,3,4,5,5,4,4,3,3,"MobilitÃ“ nel territorio, Mezzi Pubblici",4,"Nella mia zone c'Ãž carenza di alberghi, hotel, ma soprattutto manca la mobilitÃ“ pubblica che unisce le due principali cittÃ“ (Brindisi con l'aeroporto e Lecce)",4
159,159,P118145,03/11/2019 10:32,1,0,FG,Lucera,2006,0,336.9421213,1,20,1,5,1,5,1,10,1,20,30,0,90,10,850000,6,3,5,3,4,5,3,5,5,5,5,5,5,5,3,3,3,3,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,4,5,4,4,5,5,5,5,5,5,5,4,5,5,5,4,5,5,4,4,78.07748911,84.65329721,175.735467,4,36.80782256,19.469849,7,160.4412122,0,235.1311812,172.3031003,0,1,150000,60,10,10,10,10,29.74889421,1,238.997732,115.0316019,160.548363,0,214.7400769,0,1,173.2292263,5.924985374,95.77928309,44.37061779,0,188.8259389,0,8,elettrico ,206.1644736,5.001545558,147.4085156,4,191.867707,0,1,153.9813491,3,216.7893176,140.3830503,6,61.28333068,9.069076014,173.5967113,146.8982401,132.7621144,0,0,230.4481029,216.6214529,106.9751012,3,173.247844,64.93560874,107.912886,0,0,1,104.3478388,165.6927567,189.671157,4,147.3843982,73.74757201,253.6900359,6.716038257,231.4461684,50.50409332,0,1,Puglia ,0,3,0,3,3,3,3,3,4,4,5,5,5,4,4,5,5,3,3,4,5,5,5,5,5,5,5,0,221.6395572,0,2
160,160,P118373,03/19/2019 17:57:13,2,0,BR,Ostuni,2014,1,2014,1,15,1,15,2,179.5828297,2,125.9773282,1,15,1605.573743,678.6457537,10,90,1.28672E+14,1,2,5,3,4,4,5,3,4,2,2,3,4,1,4,1,5,2,3,2,2,2,4,1,1,3,3,4,4,3,4,4,4,4,4,2,4,3,3,3,3,3,4,5,3,4,5,4,3,3,3,5,3,4,5,4,4,5,5,5,5,3,3,5,1,84.65329721,175.735467,4,36.80782256,19.469849,9.075586762,160.4412122,0,235.1311812,172.3031003,0,1,80000,55,10,30,5,170.7126313,29.74889421,1,238.997732,3,160.548363,0,214.7400769,0,1,2,5.924985374,95.77928309,44.37061779,0,188.8259389,0,111.4056155,0,206.1644736,2,147.4085156,212.0578041,191.867707,0,48.83371914,153.9813491,108.8587729,216.7893176,5,6,61.28333068,8,173.5967113,146.8982401,132.7621144,0,0,230.4481029,216.6214529,106.9751012,115.4601284,173.247844,64.93560874,107.912886,0,0,1,104.3478388,165.6927567,3,11.64971705,147.3843982,73.74757201,253.6900359,6.716038257,231.4461684,50.50409332,0,2,0,USA ,3,0,2,2,2,2,4,5,5,5,5,4,3,4,3,5,4,5,5,4,4,3,3,4,4,2,0,221.6395572,0,11
161,161,P118375,03/11/2019 19:15,8,B&B,LE,Melpignano,1030.192791,1,2016,2,127.7787826,2,-0.953237457,2,179.5828297,1,10,1,20,0,0,90,10,2000,1,1,5,1,4,1,4,1,3,1,3,1,3,1,1,1,4,1,1,1,1,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,1,1,3,3,1,4,4,5,3,1,1,3,1,3,4,4,4,4,4,4,3,3,5,5,78.07748911,84.65329721,175.735467,4,36.80782256,6,9.075586762,160.4412122,0,235.1311812,172.3031003,0,1,1800,80,95.80344885,20,58.65470552,170.7126313,29.74889421,1,238.997732,115.0316019,160.548363,0,214.7400769,0,80.53574506,173.2292263,5.924985374,95.77928309,44.37061779,0,188.8259389,0,111.4056155,0,206.1644736,2,147.4085156,212.0578041,191.867707,0,48.83371914,153.9813491,108.8587729,216.7893176,140.3830503,172.0261263,61.28333068,9.069076014,173.5967113,146.8982401,132.7621144,0,0,230.4481029,216.6214529,106.9751012,115.4601284,173.247844,64.93560874,107.912886,0,0,1,104.3478388,165.6927567,3,11.64971705,147.3843982,73.74757201,253.6900359,6.716038257,231.4461684,50.50409332,0,1,varie,0,2,0,3,3,3,4,4,4,3,5,4,3,3,3,2,4,5,5,5,5,5,4,4,5,4,4,0,221.6395572,0,4
162,162,P118385,03/18/2019 14:33:57,2,0,BR,Fasano,2008,1,2008,2,127.7787826,2,-0.953237457,2,179.5828297,2,125.9773282,2,106.025026,2,2,100,82.63363467,1.28672E+14,1,2,4,2,4,3,4,3,4,2,3,2,3,1,1,2,4,1,1,2,3,2,4,2,2,2,2,3,4,3,4,2,2,2,2,2,2,2,2,3,3,3,4,4,4,5,5,4,5,5,4,4,4,4,4,4,3,5,5,4,4,4,4,5,1,84.65329721,175.735467,9.395216591,36.80782256,19.469849,7,160.4412122,0,235.1311812,172.3031003,0,1,5,50,95.80344885,20,20,10,29.74889421,1,238.997732,115.0316019,160.548363,0,214.7400769,0,80.53574506,173.2292263,5.924985374,95.77928309,44.37061779,0,188.8259389,0,111.4056155,0,206.1644736,2,147.4085156,212.0578041,191.867707,0,48.83371914,153.9813491,108.8587729,216.7893176,140.3830503,6,61.28333068,9.069076014,173.5967113,10,132.7621144,0,0,4,216.6214529,106.9751012,3,173.247844,5,107.912886,0,0,1,104.3478388,165.6927567,189.671157,11.64971705,147.3843982,5,253.6900359,6.716038257,231.4461684,50.50409332,0,1,Lazio,0,3,0,3,3,2,3,5,5,5,5,5,4,4,3,4,5,5,5,5,5,5,3,5,5,5,2,0,221.6395572,0,11
